order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,delivery_partner_id,delivery_time ,expected delivery_time
696,263,109,Biryani,2024-07-23 16:01:33,2024-07-23 17:37:00,Successful,257,1,"H.No. 560 Tailor Street, Korba 838329",379,96,36
697,161,2,Pav Bhaji,2024-03-10 03:21:30,2024-03-10 05:20:00,Successful,472,5,"03, Som Road Gopalpur-095140",366,119,31
698,327,255,Aloo Paratha,2024-08-28 07:36:15,2024-08-28 08:06:00,Successful,229,5,"H.No. 368 Shanker Path, Ranchi-629343",101,30,33
699,108,169,Tandoori Chicken,2024-02-16 06:57:21,2024-02-16 08:40:00,Successful,222,5,"75/44, Bandi, Nanded 093804",149,103,34
700,44,144,Tandoori Chicken,2024-04-05 04:07:07,2024-04-05 05:59:00,Cancelled,834,1,"H.No. 059 D’Alia Zila, Siwan 942704",183,112,29
701,71,87,Dal Makhani,2024-08-31 09:42:00,2024-08-31 10:49:00,Successful,836,5,91/43 Grewal Nagar Nangloi Jat 625807,395,67,35
702,201,240,Tandoori Chicken,2024-03-19 07:42:22,2024-03-19 08:14:00,Successful,609,4,"32, Saraf Bhagalpur-170141",423,32,35
703,209,165,Pav Bhaji,2024-04-05 14:20:21,2024-04-05 16:03:00,Successful,105,4,"53, Chaudhari Road Sasaram 184895",67,103,39
704,447,145,Samosa,2024-03-06 17:00:37,2024-03-06 18:54:00,Cancelled,107,2,"H.No. 489, Borah Street Kolhapur-516561",97,114,34
705,57,299,Pav Bhaji,2024-06-21 16:06:19,2024-06-21 16:45:00,Successful,915,5,81/296 Jhaveri Street Alappuzha 522006,425,39,34
706,195,215,Dal Makhani,2024-02-04 19:20:49,2024-02-04 20:06:00,Successful,198,1,"H.No. 303, Gala Ganj, Vasai-Virar-493118",15,46,33
707,467,110,Butter Chicken,2024-03-24 09:01:14,2024-03-24 09:56:00,Successful,480,3,H.No. 478 Bhatti Street Giridih 599238,57,55,40
708,255,226,Chole Bhature,2024-03-06 05:38:54,2024-03-06 06:19:00,Cancelled,668,3,"33/724, Sharaf Path Hindupur-080766",419,41,34
709,334,223,Aloo Paratha,2024-03-06 00:15:38,2024-03-06 02:02:00,Successful,262,3,"21/27, Gole Chowk Mathura-773013",268,107,37
710,188,284,Dal Makhani,2024-04-20 18:39:11,2024-04-20 19:37:00,Successful,432,4,"02, Aggarwal Street, Tiruppur 765686",431,58,27
711,160,279,Paneer Tikka,2024-04-18 09:24:11,2024-04-18 09:58:00,Successful,915,5,"H.No. 548 Sahota Path, South Dumdum 280970",151,34,39
712,450,208,Dal Makhani,2024-01-14 23:28:45,2024-01-14 23:56:00,Successful,320,3,H.No. 063 Kuruvilla Circle Bhavnagar-419004,384,28,22
713,380,98,Biryani,2024-08-04 01:26:57,2024-08-04 02:30:00,Cancelled,133,1,00/39 Goda Path Udaipur-034528,379,64,20
714,423,212,Butter Chicken,2024-06-22 14:40:26,2024-06-22 15:17:00,Successful,735,5,"89/152 Chaudhry Ganj, Solapur-667749",183,37,39
715,337,264,Chole Bhature,2024-05-12 10:38:34,2024-05-12 11:10:00,Successful,436,1,"H.No. 300, Choudhury Nagar, Aurangabad-611142",238,32,22
716,489,258,Aloo Paratha,2024-05-14 07:46:14,2024-05-14 09:09:00,Successful,685,3,11 Ghose Zila Bongaigaon-070275,424,83,28
717,376,184,Dosa,2024-09-06 21:36:17,2024-09-06 23:19:00,Successful,298,4,"61/55, Kalita Nagar, Udaipur 825552",353,103,29
718,414,213,Dal Makhani,2024-05-21 16:52:35,2024-05-21 17:46:00,Cancelled,546,3,"H.No. 06 Jayaraman Path, Kozhikode-492311",344,54,22
719,238,11,Aloo Paratha,2024-09-16 13:27:46,2024-09-16 15:21:00,Successful,508,1,"H.No. 486 Setty Zila, Patiala-288937",55,114,34
720,59,204,Dal Makhani,2024-07-23 01:49:42,2024-07-23 02:20:00,Cancelled,140,3,"62/97 Saraf Chowk, Thiruvananthapuram 779562",242,31,24
721,492,229,Dal Makhani,2024-05-19 18:01:17,2024-05-19 19:16:00,Successful,944,1,"H.No. 556 Buch Nagar, Ichalkaranji 828305",261,75,32
722,60,33,Pav Bhaji,2024-03-16 13:44:08,2024-03-16 14:26:00,Successful,238,3,"68, Saha Road, Bareilly 539758",99,42,38
723,214,45,Samosa,2024-06-26 00:52:19,2024-06-26 02:26:00,Successful,480,1,"H.No. 54 Ray Street, Gulbarga-544079",221,94,40
724,241,60,Samosa,2024-01-23 04:58:27,2024-01-23 06:28:00,Successful,273,1,"H.No. 217 Sami Path, Madanapalle-088018",126,90,28
725,178,134,Dosa,2024-08-02 00:14:03,2024-08-02 00:44:00,Successful,763,2,"H.No. 16, Tella Nagar, Kanpur-026092",117,30,20
726,159,246,Dosa,2024-07-07 11:11:23,2024-07-07 12:57:00,Successful,583,4,04/268 Savant Street Allahabad-374416,90,106,30
727,83,167,Samosa,2024-08-27 12:27:06,2024-08-27 13:02:00,Successful,876,5,"H.No. 57, Varughese Ganj Rajkot-634772",145,35,26
728,128,207,Samosa,2024-02-24 07:04:14,2024-02-24 07:38:00,Successful,510,3,02/21 Arya Circle New Delhi-438439,20,34,33
729,181,14,Pav Bhaji,2024-02-01 04:56:17,2024-02-01 06:54:00,Successful,114,2,H.No. 165 Balasubramanian Road Ichalkaranji-629310,185,118,38
730,120,113,Dosa,2024-02-07 17:50:42,2024-02-07 19:24:00,Successful,554,1,255 Din Ganj Lucknow-177036,291,94,29
731,204,99,Tandoori Chicken,2024-07-03 08:13:05,2024-07-03 09:39:00,Cancelled,615,1,H.No. 158 Krishnan Zila Malegaon 557603,154,86,38
732,82,266,Paneer Tikka,2024-03-01 17:28:10,2024-03-01 18:49:00,Successful,736,4,"72/05, Krish Marg Eluru 944445",302,81,27
733,87,237,Samosa,2024-06-10 21:02:43,2024-06-10 21:47:00,Successful,603,4,"28/229 Krishna Chowk, Hyderabad-235732",325,45,36
734,56,231,Paneer Tikka,2024-09-05 16:18:18,2024-09-05 17:53:00,Successful,956,2,"H.No. 89, Swaminathan Circle Gorakhpur 307915",353,95,34
735,233,139,Chole Bhature,2024-02-04 11:32:25,2024-02-04 12:02:00,Successful,166,4,"38/80 Deshpande Road, Ambala-306360",399,30,21
736,101,42,Butter Chicken,2024-03-14 04:44:58,2024-03-14 05:10:00,Successful,908,3,124 Shetty Circle Guwahati-281501,336,26,35
737,343,118,Chole Bhature,2024-07-14 10:14:35,2024-07-14 11:41:00,Successful,445,2,H.No. 89 Rattan Circle Korba 416690,199,87,38
738,465,173,Chole Bhature,2024-06-26 09:27:15,2024-06-26 11:05:00,Successful,253,3,"420 Deep Zila, Kozhikode-408903",451,98,37
739,278,173,Aloo Paratha,2024-01-10 03:17:44,2024-01-10 04:38:00,Successful,481,5,"89/418 Dave Chowk, Imphal 990851",401,81,39
740,55,145,Samosa,2024-05-15 00:39:03,2024-05-15 02:15:00,Successful,871,5,"H.No. 19, Chakraborty Street Raurkela Industrial Township-126127",121,96,27
741,300,296,Dal Makhani,2024-06-30 03:59:35,2024-06-30 05:18:00,Successful,784,5,"H.No. 97, Dua Nagar, Gandhidham 909397",121,79,24
742,147,103,Chole Bhature,2024-02-22 14:53:41,2024-02-22 16:07:00,Successful,498,4,"86/084 Amble Path, Durg-270387",410,74,39
743,176,178,Biryani,2024-08-07 03:58:06,2024-08-07 05:54:00,Successful,516,2,"02 Sengupta Chowk, Guwahati-417346",179,116,25
744,77,223,Chole Bhature,2024-07-04 17:05:49,2024-07-04 18:53:00,Successful,229,2,"H.No. 651, Kibe Nagar, Vijayawada-427558",257,108,28
745,147,9,Paneer Tikka,2024-05-11 11:38:29,2024-05-11 13:18:00,Successful,448,2,"23/185, Subramanian Path Sirsa-766239",273,100,31
746,68,118,Tandoori Chicken,2024-03-16 11:51:31,2024-03-16 12:41:00,Successful,438,1,H.No. 14 Roy Ganj Loni-369731,120,50,24
747,144,83,Chole Bhature,2024-01-06 22:29:09,2024-01-06 23:11:00,Successful,282,1,"44, Ravi Nagar, Mangalore-841931",152,42,33
748,490,53,Pav Bhaji,2024-04-03 18:53:45,2024-04-03 19:21:00,Successful,227,1,"702, Sabharwal Street Dharmavaram 229607",424,28,21
749,342,126,Paneer Tikka,2024-02-28 10:52:14,2024-02-28 11:23:00,Successful,812,1,032 Dani Marg Phagwara-000583,83,31,38
750,440,192,Samosa,2024-04-16 07:36:58,2024-04-16 09:25:00,Successful,225,4,"60/919 Manne Circle, Udupi 736658",77,109,26
751,151,136,Butter Chicken,2024-05-14 19:25:25,2024-05-14 21:18:00,Cancelled,611,1,"611, Badal Ganj, Ahmedabad-838868",121,113,40
752,309,48,Tandoori Chicken,2024-05-30 13:44:54,2024-05-30 15:15:00,Successful,196,4,"14, Dube Ganj Bathinda 891128",312,91,29
753,187,106,Pav Bhaji,2024-08-04 02:26:55,2024-08-04 03:28:00,Successful,450,2,"H.No. 94, Ahuja Zila, Bahraich-984426",60,62,33
754,459,171,Chole Bhature,2024-02-11 20:56:21,2024-02-11 22:40:00,Successful,134,3,"73/37, Mani Chowk, Karawal Nagar 251287",487,104,32
755,21,238,Samosa,2024-06-26 00:33:13,2024-06-26 01:08:00,Successful,325,4,"25 Manne Road, Parbhani-365975",69,35,22
756,226,208,Samosa,2024-01-01 13:59:20,2024-01-01 15:14:00,Cancelled,653,4,"709, Vaidya Marg Rewa-094381",152,75,21
757,18,53,Biryani,2024-01-06 01:09:07,2024-01-06 02:45:00,Successful,798,1,"H.No. 878, Shankar, Tadepalligudem 142888",157,96,40
758,275,36,Butter Chicken,2024-09-15 06:17:41,2024-09-15 06:57:00,Successful,592,5,"035, Krish Chowk, Kamarhati-648479",38,40,22
759,443,68,Biryani,2024-08-11 20:39:24,2024-08-11 22:02:00,Successful,660,2,"H.No. 51, Banerjee, Chinsurah-689814",475,83,37
760,177,51,Paneer Tikka,2024-04-10 00:24:12,2024-04-10 02:08:00,Successful,682,4,"103, Vig Zila, Navi Mumbai 615634",177,104,35
761,111,49,Pav Bhaji,2024-02-18 09:27:51,2024-02-18 10:14:00,Successful,270,5,"H.No. 66, Lal Ganj Adoni-988429",495,47,34
762,389,246,Tandoori Chicken,2024-08-19 16:54:32,2024-08-19 17:19:00,Successful,555,4,"847, Karan Zila Junagadh 270389",253,25,27
763,168,192,Samosa,2024-03-13 10:29:53,2024-03-13 12:27:00,Successful,895,5,"H.No. 11 Sankaran, Bongaigaon-819483",386,118,36
764,202,140,Aloo Paratha,2024-08-29 09:27:26,2024-08-29 09:55:00,Successful,500,1,09/139 Dass Chowk Tadipatri 018819,312,28,31
765,484,155,Chole Bhature,2024-05-22 17:08:47,2024-05-22 18:18:00,Successful,374,2,"H.No. 59, Keer Marg Gorakhpur 337506",42,70,31
766,363,6,Tandoori Chicken,2024-03-21 16:41:01,2024-03-21 17:15:00,Successful,768,4,"32/384 Kohli Circle, Gwalior 602905",250,34,35
767,241,140,Chole Bhature,2024-03-02 12:12:09,2024-03-02 13:54:00,Successful,839,3,"03/672, Joshi Marg, Bhimavaram 466442",493,102,30
768,176,170,Pav Bhaji,2024-08-29 17:57:58,2024-08-29 19:01:00,Successful,752,3,H.No. 94 Dash Circle Bikaner-987346,242,64,24
769,53,122,Aloo Paratha,2024-06-30 01:17:20,2024-06-30 02:39:00,Successful,900,3,37/051 Desai Marg Anantapur-019921,275,82,23
770,431,179,Chole Bhature,2024-04-15 08:49:47,2024-04-15 10:19:00,Successful,791,3,"46, Sheth Nagar Suryapet 636090",423,90,25
771,224,107,Pav Bhaji,2024-02-12 08:53:37,2024-02-12 10:35:00,Successful,164,1,73/09 Hans Road Anand 032620,254,102,29
772,423,285,Dal Makhani,2024-09-12 06:48:57,2024-09-12 07:15:00,Successful,339,3,H.No. 800 Khosla Nagar Bhind-558558,137,27,27
773,393,41,Tandoori Chicken,2024-06-30 02:24:56,2024-06-30 03:52:00,Cancelled,507,2,H.No. 50 Deep Chowk Raichur-444190,362,88,27
774,401,295,Aloo Paratha,2024-01-08 14:24:50,2024-01-08 14:55:00,Successful,286,2,"H.No. 880 Lad Circle, Salem 609211",142,31,26
775,359,294,Chole Bhature,2024-06-05 04:40:57,2024-06-05 05:10:00,Successful,120,3,"53/60 Shah Ganj, Thrissur-840217",481,30,20
776,292,157,Biryani,2024-07-01 12:23:55,2024-07-01 14:21:00,Successful,358,2,"H.No. 56, Deep Circle Junagadh 791045",129,118,35
777,113,189,Pav Bhaji,2024-04-04 18:22:56,2024-04-04 20:08:00,Successful,651,3,"67/32 Devi Circle, Bilaspur-667597",500,106,23
778,246,237,Butter Chicken,2024-03-19 15:00:01,2024-03-19 16:28:00,Cancelled,365,1,95/912 Sangha Nagar Pondicherry 490872,149,88,39
779,205,139,Dosa,2024-07-18 20:11:40,2024-07-18 22:00:00,Successful,440,3,"49, Rao Chowk, Kozhikode-678495",60,109,40
780,152,117,Biryani,2024-04-20 22:33:32,2024-04-20 23:23:00,Successful,787,4,"07, Virk Aligarh 401431",200,50,21
781,20,50,Dosa,2024-02-13 09:31:52,2024-02-13 11:13:00,Successful,327,2,"H.No. 008, Sehgal Chowk, Chandigarh 612109",6,102,38
782,396,252,Biryani,2024-03-12 11:20:39,2024-03-12 13:02:00,Successful,269,5,41/98 Kara Marg Panihati 395227,286,102,20
783,62,232,Dosa,2024-05-12 20:21:16,2024-05-12 22:12:00,Successful,298,3,"49/998 Suri Nagar, Ajmer-830448",39,111,28
784,52,132,Tandoori Chicken,2024-03-07 22:54:27,2024-03-08 00:41:00,Cancelled,420,2,10/627 Varty Path Patiala 014903,261,107,39
785,246,27,Dosa,2024-05-28 10:49:46,2024-05-28 12:47:00,Successful,926,5,"00/00 Raj Circle, Mathura-772771",212,118,23
786,439,189,Tandoori Chicken,2024-01-25 19:22:37,2024-01-25 20:38:00,Successful,224,2,"32/636, Arora Marg, Aurangabad-578875",99,76,26
787,56,258,Biryani,2024-06-01 08:42:16,2024-06-01 10:15:00,Successful,996,4,"92, Kumar Path, Giridih 333386",381,93,26
788,485,163,Tandoori Chicken,2024-05-18 22:09:25,2024-05-18 22:35:00,Successful,292,3,"42, Sahni Marg, Sri Ganganagar 222882",34,26,27
789,300,131,Dosa,2024-05-07 16:36:21,2024-05-07 18:22:00,Successful,348,5,"H.No. 72, Dani Circle, Chittoor 448878",376,106,38
790,196,46,Aloo Paratha,2024-03-25 09:49:59,2024-03-25 11:44:00,Successful,149,3,"26/911, Singhal Marg, Phusro-638605",382,115,22
791,271,256,Samosa,2024-08-22 05:52:48,2024-08-22 06:12:00,Successful,755,1,27 Borah Path Moradabad-916846,367,20,20
792,233,9,Tandoori Chicken,2024-08-11 19:23:10,2024-08-11 19:54:00,Successful,192,3,"15/896 Varkey Road, Anand 685617",170,31,33
793,148,146,Dal Makhani,2024-05-22 14:18:34,2024-05-22 15:57:00,Successful,507,3,"94 Dani Zila, Sambalpur 063512",475,99,24
794,56,40,Chole Bhature,2024-04-08 01:27:20,2024-04-08 01:58:00,Successful,729,4,"00/830, Arya Ganj, Srinagar 362711",194,31,26
795,416,241,Samosa,2024-04-22 16:25:31,2024-04-22 17:36:00,Successful,834,3,"961, Bhandari Path, Naihati 599397",219,71,29
796,150,5,Paneer Tikka,2024-02-15 21:50:36,2024-02-15 23:05:00,Successful,409,3,28 Dass Karawal Nagar 301777,283,75,21
797,144,162,Pav Bhaji,2024-08-21 22:42:25,2024-08-22 00:41:00,Successful,282,4,"H.No. 163, Sule Street, Alwar-672661",466,119,37
798,290,127,Chole Bhature,2024-07-09 19:46:15,2024-07-09 21:06:00,Successful,693,1,"H.No. 29, Arya Chowk Bhatpara 211846",336,80,35
799,200,170,Biryani,2024-09-13 05:22:30,2024-09-13 07:14:00,Successful,148,4,"96/996 Wable Ganj, Aurangabad 580212",60,112,27
800,395,36,Dal Makhani,2024-08-02 03:20:47,2024-08-02 05:16:00,Successful,197,2,"968, Kara, Medininagar 601352",431,116,34
801,243,128,Chole Bhature,2024-01-23 00:56:27,2024-01-23 02:51:00,Successful,188,4,"H.No. 154, Mannan Street, Imphal 712349",164,115,20
802,154,130,Dosa,2024-07-14 01:00:10,2024-07-14 02:41:00,Successful,191,3,"H.No. 62, Grover Road, Ichalkaranji 129030",250,101,39
803,185,185,Biryani,2024-07-20 10:55:31,2024-07-20 11:52:00,Successful,533,1,"37/15, Kota Chowk, Avadi-176772",140,57,22
804,184,75,Paneer Tikka,2024-05-14 16:07:10,2024-05-14 17:15:00,Successful,977,4,"35, Aggarwal Zila, Mehsana-129276",144,68,27
805,280,262,Biryani,2024-04-16 05:43:25,2024-04-16 07:35:00,Successful,420,4,"04/120, Walia Nagar Bally 806490",205,112,20
806,482,164,Paneer Tikka,2024-07-16 03:22:40,2024-07-16 04:48:00,Successful,274,1,"21/558, Suri Hindupur 788814",409,86,33
807,330,109,Butter Chicken,2024-02-10 23:37:55,2024-02-11 00:09:00,Successful,460,3,"52/12, Sanghvi Path, Guntur 615034",181,32,31
808,473,230,Paneer Tikka,2024-01-30 02:32:36,2024-01-30 03:20:00,Successful,869,4,"H.No. 28 Kunda Ganj, Adoni-632922",383,48,28
809,462,198,Paneer Tikka,2024-07-16 20:10:34,2024-07-16 21:46:00,Successful,399,2,"H.No. 890, Sekhon Nagar Malegaon 317525",27,96,28
810,377,273,Dosa,2024-07-08 17:41:57,2024-07-08 18:06:00,Successful,353,1,"66/485, Shenoy Street Agartala 072344",351,25,32
811,3,265,Pav Bhaji,2024-06-08 05:31:52,2024-06-08 07:27:00,Successful,151,1,"087 Johal, Secunderabad 378121",287,116,26
812,141,7,Dosa,2024-06-04 09:02:11,2024-06-04 10:00:00,Cancelled,561,4,"41, Vasa Street, Hindupur-247602",127,58,35
813,138,283,Chole Bhature,2024-01-03 06:00:31,2024-01-03 07:03:00,Successful,366,2,"992 Zacharia Chowk, Darbhanga 204029",181,63,25
814,380,228,Biryani,2024-02-20 11:12:34,2024-02-20 11:45:00,Successful,976,4,"00/737, Iyer Ganj, Chandrapur-401421",222,33,20
815,377,139,Pav Bhaji,2024-03-19 02:55:42,2024-03-19 04:26:00,Successful,654,2,"H.No. 454 Wable Nagar, Mangalore-127446",453,91,30
816,440,66,Aloo Paratha,2024-02-25 08:44:40,2024-02-25 10:42:00,Successful,502,5,"35/59 Magar Ganj, Ambattur 235817",482,118,31
817,364,71,Aloo Paratha,2024-06-25 05:16:23,2024-06-25 07:16:00,Successful,635,1,"H.No. 120, Bawa Ganj, Tiruvottiyur 335548",233,120,34
818,282,144,Tandoori Chicken,2024-07-08 06:01:17,2024-07-08 06:31:00,Successful,142,3,"82/24 Gole Zila, Pimpri-Chinchwad-747251",275,30,24
819,162,273,Tandoori Chicken,2024-04-01 11:14:37,2024-04-01 12:48:00,Successful,914,2,"45, Bail Zila Shahjahanpur-742635",416,94,20
820,188,52,Paneer Tikka,2024-03-18 19:17:26,2024-03-18 19:43:00,Cancelled,122,4,"H.No. 27, Datta Unnao-201499",442,26,24
821,134,45,Pav Bhaji,2024-01-13 12:25:50,2024-01-13 14:15:00,Successful,898,3,"41 Badami Zila, Anantapuram 181442",68,110,24
822,387,161,Pav Bhaji,2024-05-14 05:36:53,2024-05-14 06:13:00,Successful,606,4,"H.No. 08 Krishna Chowk, Warangal-860968",363,37,22
823,367,204,Tandoori Chicken,2024-05-17 18:28:30,2024-05-17 19:47:00,Successful,403,2,H.No. 520 Kanda Circle Tadepalligudem 596094,307,79,34
824,358,137,Paneer Tikka,2024-06-14 19:33:47,2024-06-14 20:46:00,Successful,236,1,"98, Deol Circle, Hindupur-143673",152,73,33
825,476,240,Pav Bhaji,2024-06-30 02:19:16,2024-06-30 03:32:00,Successful,895,2,"H.No. 82, Wagle Path Panchkula-388972",451,73,29
826,488,104,Paneer Tikka,2024-01-30 22:39:34,2024-01-30 23:26:00,Cancelled,937,2,"H.No. 476 Tiwari Path, Gandhidham-689397",167,47,38
827,170,86,Chole Bhature,2024-04-17 05:50:26,2024-04-17 06:29:00,Successful,687,5,H.No. 256 Vaidya Road Mehsana-345127,219,39,20
828,290,89,Aloo Paratha,2024-04-14 12:41:14,2024-04-14 13:17:00,Successful,381,5,16/503 Bhattacharyya Path Srinagar 759101,467,36,26
829,214,214,Chole Bhature,2024-02-01 11:47:23,2024-02-01 13:25:00,Successful,444,1,"833, Rajan Zila, Gangtok-213700",29,98,21
830,372,154,Paneer Tikka,2024-06-19 17:53:32,2024-06-19 19:46:00,Successful,189,5,"H.No. 528 Gupta Path, Hosur 651930",165,113,25
831,73,160,Chole Bhature,2024-06-23 23:01:32,2024-06-24 00:31:00,Successful,849,1,"H.No. 023, Sha Circle, Vasai-Virar 924307",153,90,31
832,153,201,Chole Bhature,2024-04-15 16:12:17,2024-04-15 18:07:00,Successful,240,5,60/94 Sura Chowk Rohtak-981777,457,115,34
833,423,235,Aloo Paratha,2024-04-14 18:38:13,2024-04-14 20:12:00,Successful,138,3,"352 Ganesh Path, Erode-275994",122,94,40
834,375,17,Aloo Paratha,2024-08-19 12:23:24,2024-08-19 13:55:00,Successful,198,5,745 Vyas Ganj Singrauli 429633,80,92,21
835,133,56,Biryani,2024-03-18 18:10:18,2024-03-18 19:22:00,Successful,767,2,"32/795, Bora Marg, Jaunpur-633075",326,72,22
836,204,202,Tandoori Chicken,2024-04-01 04:12:24,2024-04-01 05:46:00,Successful,280,3,"H.No. 023, Dasgupta Path, Ichalkaranji-668539",386,94,21
837,403,249,Dosa,2024-01-09 00:10:21,2024-01-09 01:20:00,Successful,226,4,"74 Sheth Path, Chittoor 035850",329,70,35
838,2,227,Butter Chicken,2024-07-27 18:22:59,2024-07-27 18:53:00,Successful,540,4,"82 Keer Chowk, Burhanpur-107235",261,31,32
839,255,42,Aloo Paratha,2024-06-25 16:06:32,2024-06-25 17:16:00,Successful,424,5,"84, Kapur Path, Gopalpur 979829",419,70,23
840,384,247,Aloo Paratha,2024-04-14 18:38:35,2024-04-14 19:05:00,Successful,378,5,"H.No. 692, Suresh Nagar Pondicherry-313600",406,27,40
841,169,52,Samosa,2024-07-08 20:58:55,2024-07-08 21:50:00,Successful,869,1,"05/798, Buch Satna-666178",164,52,38
842,481,289,Biryani,2024-06-02 01:55:25,2024-06-02 03:54:00,Successful,120,5,"03, Bumb, Sambalpur 185203",304,119,36
843,470,165,Dosa,2024-04-24 14:43:47,2024-04-24 15:58:00,Successful,751,5,"90/65, Saraf Street Kadapa 799613",421,75,22
844,386,183,Dal Makhani,2024-04-30 04:38:10,2024-04-30 06:10:00,Successful,950,3,"92/040, Johal Zila Erode-074712",93,92,25
845,303,279,Samosa,2024-03-13 04:57:00,2024-03-13 05:59:00,Successful,415,2,"21, Swaminathan Street, Patna-834819",244,62,33
846,77,196,Samosa,2024-04-07 11:46:42,2024-04-07 12:36:00,Successful,618,5,"93/812 Deol Nagar, Sikar 800127",243,50,25
847,36,90,Butter Chicken,2024-01-03 21:05:40,2024-01-03 22:02:00,Successful,567,1,"33/94, Sankar Nagar Aurangabad 844979",292,57,32
848,486,260,Paneer Tikka,2024-04-20 16:01:41,2024-04-20 17:35:00,Successful,368,2,"784 Handa Marg, Morbi 112535",252,94,31
849,399,24,Chole Bhature,2024-03-11 10:50:59,2024-03-11 12:10:00,Successful,663,3,"80/67 Uppal Street, Surat-813424",253,80,37
850,243,31,Chole Bhature,2024-02-05 14:56:19,2024-02-05 16:02:00,Successful,384,2,"562 Krish Nagar, Vadodara 170860",290,66,37
851,264,209,Biryani,2024-02-18 15:34:56,2024-02-18 16:13:00,Successful,658,3,"83/510, Som Nagar Bidhannagar-465534",24,39,32
852,67,130,Dal Makhani,2024-06-10 14:55:24,2024-06-10 16:32:00,Successful,131,1,"H.No. 021, Deshmukh Circle, Loni 047591",18,97,37
853,137,270,Pav Bhaji,2024-04-08 04:31:22,2024-04-08 04:56:00,Successful,698,2,"55/538, Saha Circle, Srikakulam-559934",270,25,22
854,441,287,Paneer Tikka,2024-07-08 19:51:32,2024-07-08 21:48:00,Cancelled,502,1,"82/477, Chakraborty Zila Siwan 713112",339,117,23
855,384,213,Biryani,2024-07-16 11:14:55,2024-07-16 13:04:00,Successful,875,1,"91, Gara Circle Dewas 256905",203,110,33
856,498,45,Butter Chicken,2024-06-29 13:02:12,2024-06-29 13:45:00,Successful,111,1,"23, Rout Circle, Singrauli 197971",237,43,30
857,127,7,Chole Bhature,2024-02-11 13:24:04,2024-02-11 14:43:00,Successful,466,3,65/68 Ben Chowk Siwan 817518,495,79,34
858,124,191,Pav Bhaji,2024-05-12 11:59:35,2024-05-12 13:10:00,Successful,332,3,"41/79, Mahajan, Tiruvottiyur 461045",253,71,33
859,221,149,Tandoori Chicken,2024-01-24 19:19:28,2024-01-24 21:16:00,Successful,854,4,"H.No. 857 Seshadri Nagar, Gudivada 058198",164,117,20
860,81,1,Aloo Paratha,2024-07-14 15:42:26,2024-07-14 16:32:00,Successful,154,5,"475, Borra Tiruchirappalli-236197",472,50,38
861,271,260,Paneer Tikka,2024-07-14 05:02:50,2024-07-14 05:44:00,Successful,703,2,"77/711, Krish Road Chinsurah 337959",142,42,27
862,483,64,Chole Bhature,2024-01-06 08:35:35,2024-01-06 09:23:00,Successful,921,2,"42 Zacharia Zila, Ranchi 278346",408,48,27
863,208,243,Chole Bhature,2024-01-21 01:48:34,2024-01-21 02:21:00,Successful,418,3,"06, Aurora Circle, Allahabad 085290",44,33,31
864,491,214,Tandoori Chicken,2024-08-17 19:54:25,2024-08-17 21:14:00,Successful,137,1,H.No. 056 Chana Ganj Muzaffarpur 851446,49,80,25
865,43,285,Paneer Tikka,2024-04-28 21:13:38,2024-04-28 22:04:00,Cancelled,278,3,17 Banik Path Satna 922555,256,51,29
866,369,195,Paneer Tikka,2024-02-21 09:31:21,2024-02-21 11:19:00,Successful,297,2,"H.No. 10, Krishnan Nagar Tiruchirappalli-761098",94,108,20
867,240,76,Pav Bhaji,2024-05-12 01:37:31,2024-05-12 02:06:00,Successful,198,1,H.No. 52 Mann Street Bhavnagar 921021,360,29,20
868,454,54,Butter Chicken,2024-05-02 09:11:05,2024-05-02 10:50:00,Successful,644,4,"642 Yohannan Zila, Davanagere-138985",261,99,32
869,423,177,Paneer Tikka,2024-05-01 07:29:22,2024-05-01 08:57:00,Successful,314,1,"H.No. 34 Sawhney Circle, Jamalpur 583071",412,88,22
870,71,199,Dal Makhani,2024-09-10 12:35:05,2024-09-10 14:12:00,Successful,537,4,"91/17 Ramakrishnan Chowk, Dindigul-772662",359,97,40
871,171,204,Biryani,2024-03-26 01:22:31,2024-03-26 02:05:00,Successful,478,1,"71, Gara Road Patna 864629",36,43,21
872,390,20,Paneer Tikka,2024-04-05 15:48:47,2024-04-05 17:16:00,Successful,627,2,"H.No. 53, Raman Street Karnal 870468",120,88,40
873,458,203,Tandoori Chicken,2024-06-29 21:41:20,2024-06-29 23:36:00,Successful,276,3,"02/615, Sami Circle Kolhapur-364937",418,115,30
874,428,50,Biryani,2024-07-31 10:13:57,2024-07-31 11:57:00,Successful,109,3,"38, Badami Circle, Arrah-700370",102,104,32
875,177,3,Butter Chicken,2024-07-13 16:59:52,2024-07-13 17:19:00,Successful,804,1,"H.No. 570 Rana, Motihari 393406",465,20,26
876,235,262,Chole Bhature,2024-03-06 07:45:48,2024-03-06 09:07:00,Successful,663,1,"H.No. 05, Sankar Ganj Udupi-216526",52,82,28
877,392,113,Dosa,2024-04-02 12:19:15,2024-04-02 13:16:00,Successful,586,2,"H.No. 32, Sharaf Marg Hyderabad-204886",269,57,33
878,18,95,Aloo Paratha,2024-04-08 00:07:46,2024-04-08 02:00:00,Successful,219,4,"45/321, Das Marg, Ludhiana 751840",438,113,38
